idPk;cost;warranty;inStock;timeDelevery;warrantyImported;usefulLife;spareParts;primaryFunctionalities;secondlyFunctionalities;brand;model;height;width;deep;weight;Items_idPk
189;"10.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"mejora la circulación, evitando hinchazones y contribuyendo a una relajación y comodidad óptimas.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";337
190;"5.800 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Permite fortalecer y proteger musculos";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";338
191;"7 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Permite la rehabilitación física";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";339
192;"735 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Permite fortalecer y proteger musculos";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";340
193;"4.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Permitir al usuario recuperación de un trauma física a través de su uso.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";341
194;"8.850 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"mejora la circulación, evitando hinchazones y contribuyendo a una relajación y comodidad óptimas.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";342
195;"2 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"mejora la circulación, evitando hinchazones y contribuyendo a una relajación y comodidad óptimas.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";343
196;"8.700 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Sirve para entrenamiento manual";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";344
197;"15 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"mejora la circulación, evitando hinchazones y contribuyendo a una relajación y comodidad óptimas.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";345
198;"5.700 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"mejora la circulación, evitando hinchazones y contribuyendo a una relajación y comodidad óptimas.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";346
199;"2.900 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Permite fortalecer y proteger musculos";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";347
200;"6 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Permite la rehabilitación física";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";348
201;"65 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte a equipo médico o bien comida";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";349
202;"325 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";350
203;"13.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";351
204;"34 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";352
205;"29.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"permitir la ergonomía y descanso del usuario.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";353
206;"98 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte al usuario";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";354
207;"98.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte a equipo medico";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";355
208;"32 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"DAR SOPORTE AL PACIENTE DURANTE BAÑO.";"No brinda información";" KX Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";356
209;"32 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte en el uso diario del sanitario";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";357
210;"23.000 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";358
211;"3 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";359
212;"44 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"DAR SOPORTE AL PACIENTE DURANTE BAÑO.";"No brinda información";" Roscoe";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";360
213;"107 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";361
214;"68 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";362
215;"94 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";363
216;"63 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"permitir la ergonomía y descanso del usuario.";"No brinda información";" Roscoe";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";364
217;"13.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";365
218;"9.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";366
219;"45 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"DAR SOPORTE AL PACIENTE DURANTE BAÑO.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";367
220;"8 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";368
221;"48.000 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"para baño diario";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";369
222;"12.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";370
223;"44 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte al uso diario del inodoro";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";371
224;"23 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";372
225;"17 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte y estabilidad al usuario con discapacidad motriz";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";373
226;"28.000 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"dar soporte diario para baño";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";374
227;"12.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";375
228;"9 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";376
229;"105 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar, al mismo tiempo permite al usuario poder realizar la evacuación de residuos en la misma silla.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";377
230;"28 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte al uso diario del inodoro";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";378
231;"165 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" KX Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";379
232;"117 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";380
233;"17 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte y estabilidad al usuario con discapacidad motriz";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";381
234;"2.800 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte al uso diario de la descarga de residuos";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";382
235;"95 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Permitir el traslado del usuario inmovilizado";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";383
236;"385.000 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"permitir ajustar la posición y altura de la misma para proporcionar un mejor descanso y adaptabilidad a la ergonomía o condición del usuario.";"No brinda información";" American Bantex";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";384
237;"117 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";385
238;"44 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"DAR SOPORTE AL PACIENTE DURANTE BAÑO.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";386
239;"No brinda información";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";387
240;"29.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"permitir la ergonomía y descanso del usuario.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";388
241;"12 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";389
242;"98 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte al uso diario del inodoro";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";390
243;"11 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";391
244;"7 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte para movilidad diaria, acompañado de foco para mejor visibilidad";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";392
245;"38 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte al uso diario del inodoro";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";393
246;"110 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";394
247;"20.000 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"para baño diario";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";395
248;"18.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte y estabilidad al usuario con discapacidad motriz.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";396
249;"34.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte al uso diario del inodoro";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";397
250;"107 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";398
251;"34.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";399
252;"585.000 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"permitir ajustar la posición y altura de la misma para proporcionar un mejor descanso y adaptabilidad a la ergonomía o condición del usuario.";"No brinda información";" Bantex";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";400
253;"117 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para traslado de pacientes con dificultad para caminar.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";401
254;"15 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Reducir el movimiento del brazo o para estabilizar la clavícula.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";402
255;"68.000";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Reducir el movimiento de la rodilla";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";403
256;"20 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Para tratamiento de afecciones en tobillo, pie, brazo y mano.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";404
257;"8.600 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"SOPORTE ELÁSTICO REFORZADO PARA TOBILLO";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";405
258;"8.400 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte a la parte de la ingle masculina.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";406
259;"5.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar comodidad al usuario al caminar";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";407
260;"22.500";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Reducir el movimiento de la rodilla";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";408
261;"19.900";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Reducir el movimiento de la muñeca y dedo";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";409
262;"120 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"limita parcialmente los movimientos de la columna lumbar mejorando además la funcionalidad de los músculos abdominales.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";410
263;"10.200 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte y protección al pie en yeso.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";411
264;"9.500 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Dar soporte a la parte de la ingle masculina.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";412
265;"120 mil colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"limita parcialmente los movimientos de la columna lumbar mejorando además la funcionalidad de los músculos abdominales.";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";413
266;"3.800 colones";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Proporcionar protección para el pie";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";414
267;"11.000";"No brinda información";1;"desde 1 semana hasta 1 mes.";"No brinda información";"SI";"No brinda información";"Reducir el movimiento de la muñeca";"No brinda información";" Drive, Roscoe, Prestige, Nicro, Medios Therafirm";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";415
268;"Desde ¢15.500";"No brinda información";1;"Desde 2 semanas, depende del producto.";"No brinda información";"No";"No brinda información";"Buscar mejor el apoyo de la persona con discapacidad.";"No brinda información";" American Thermoform.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";416
269;"Desde ¢15.500";"No brinda información";1;"Desde 2 semanas, depende del producto.";"No brinda información";"No";"No brinda información";"Buscar mejor el apoyo de la persona con discapacidad.";"No brinda información";" Ambutech.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";417
270;"Desde ¢65.000";"No brinda información";1;"Desde 2 semanas, depende del producto.";"No brinda información";"No";"No brinda información";"Buscar mejor el apoyo de la persona con discapacidad.";"No brinda información";" AND.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";418
271;"Desde ¢8.500";"No brinda información";1;"Desde 2 semanas, dependel producto.";"No brinda información";"No";"No brinda información";"Buscar mejor el apoyo de la persona con discapacidad.";"No brinda información";" Casio.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";419
272;"Desde ¢16.000";"No brinda información";1;"Desde 2 semanas, depende del producto.";"No brinda información";"No";"No brinda información";"Buscar mejor el apoyo de la persona con discapacidad.";"No brinda información";" American.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";420
273;"Desde ¢65.000";"No brinda información";1;"Desde 2 semanas, depende del producto.";"No brinda información";"No";"No brinda información";"Buscar mejor el apoyo de la persona con discapacidad.";"No brinda información";" Sony, Wilson, RCA.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";421
274;"No se especifica.";"No brinda información";1;"Dos semanas en adelante, depende del producto.";"No brinda información";"Si.";"No brinda información";"Dar soporte en vida diaria";"No brinda información";" INDEX";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";422
275;"$195";"No brinda información";1;"Dos semanas en adelante, depende del producto.";"No brinda información";"Si.";"No brinda información";"Dar soporte en vida diaria";"No brinda información";" Colorino";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";423
276;"$120";"No brinda información";1;"Dos semanas en adelante, depende del producto.";"No brinda información";"Si.";"No brinda información";"Dar soporte en vida diaria";"No brinda información";" DayLight";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";424
277;"$60";"No brinda información";1;"Dos semanas en adelante, depende del producto.";"No brinda información";"Si.";"No brinda información";"Dar soporte en vida diaria";"No brinda información";" Tel-Time";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";425
278;"Desde $139";"No brinda información";1;"Dos semanas en adelante, depende del producto.";"No brinda información";"Si.";"No brinda información";"Dar soporte en vida diaria";"No brinda información";" Drive";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";426
279;"Desde $46";"No brinda información";1;"Dos semanas en adelante, depende del producto.";"No brinda información";"Si.";"No brinda información";"Dar soporte en vida diaria";"No brinda información";" Ambutech";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";427
280;"Desde $41";"No brinda información";1;"Dos semanas en adelante, depende del producto.";"No brinda información";"Si.";"No brinda información";"Dar soporte en vida diaria";"No brinda información";" Ambutech";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";428
281;"$47";"No brinda información";1;"Dos semanas en adelante, depende del producto.";"No brinda información";"Si.";"No brinda información";"Dar soporte en vida diaria";"No brinda información";" Tel-Time";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";429
282;"$120";"No brinda información";1;"Dos semanas en adelante, depende del producto.";"No brinda información";"Si.";"No brinda información";"Dar soporte en vida diaria";"No brinda información";" Ambutech";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";430
283;"Desde $38";"No brinda información";1;"Dos semanas en adelante, depende del producto.";"No brinda información";"Si.";"No brinda información";"Dar soporte en vida diaria";"No brinda información";" Ambutech";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";431
