idPk;code;name;description;observations;image1;image2;image3;visibility;isProduct;onDateUpdated;onDateCreated;daysToOperations;typeDeficiency;age;sex;isForPregnant;isApproved;isChecked;isDeleted;organizationsIdFk
193;"No brinda información";"Máscara Nebulizador pediatrico";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:14;2018-02-12 12:14:14;{};"No brinda información.";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
194;"No brinda información";"almohada ortopedica";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:14;2018-02-12 12:14:14;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
195;"No brinda información";"";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:14;2018-02-12 12:14:14;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
196;"No brinda información";"Muñequera tunel carpal";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:14;2018-02-12 12:14:14;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
197;"No brinda información";"Canula de oxigeno nasal";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:14;2018-02-12 12:14:14;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
198;"No brinda información";"Colchón ortopédico";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:14;2018-02-12 12:14:14;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
199;"No brinda información";"Plantillas de gel para pie";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
200;"No brinda información";"Colchón de agua";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
201;"No brinda información";"Corrector postura";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
202;"No brinda información";"Rodillera estabilizadora";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
203;"No brinda información";"Venda theraband";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
204;"No brinda información";"Bide plástico";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
205;"No brinda información";"Andadera con asiento";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
206;"No brinda información";"Collar philadelphia";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
207;"No brinda información";"Cuña para espalda";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
208;"No brinda información";"Faja industrial";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
209;"No brinda información";"Bastón de 4 puntos";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
210;"No brinda información";"Cuña para piernas";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
211;"No brinda información";"Glucometros digitales";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"No brinda información.";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
212;"No brinda información";"Cabestrillo";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
213;"No brinda información";"Corset toraco lumbar";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
214;"No brinda información";"Protector de gel para dedo pulgar";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
215;"No brinda información";"Cojin lumbar";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
216;"No brinda información";"Muslera";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
217;"No brinda información";"Muletas canadienses";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
218;"No brinda información";"Bolsa para enema";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
219;"No brinda información";"Colchón de aire con compresor";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
220;"No brinda información";"Férula antiespastica";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
221;"No brinda información";"Ortesis hombro";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
222;"No brinda información";"Gigante dos ganchos";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
223;"No brinda información";"Soporte cadera";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
224;"No brinda información";"Soporte codo";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
225;"No brinda información";"Soporte rotuliano";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
226;"No brinda información";"Bide acero";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
227;"No brinda información";"Almohada termica";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
228;"No brinda información";"Muletas";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
229;"No brinda información";"Bola de gel para mano";"Brindar productos ortopédicos de calidad a nuestros clientes. y asesorar al usuario sobre utilizar insumos ortopédicos que puedan evitar lesiones a futuro.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz, Cognitiva";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;1
230;"No brinda información";"Alquiler: Cama Hospitalaria";"Contribuir a la integración de las personas con discapacidad del Cantón de Palmares, a través de la prestación de ayudas técnicas que les faciliten una mejor calidad de vida para lograr su reincorporación en el campo de la salud, educación, laboral, familiar y emocional.";"No hay ninguna.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Persona con discapacidad, motriz, visual, auditiva, intelectual.";{"'age'": "'Desde los 0 años.'"};2;1;1;1;0;2
231;"No brinda información";"Alquiler: Andaderas";"Contribuir a la integración de las personas con discapacidad del Cantón de Palmares, a través de la prestación de ayudas técnicas que les faciliten una mejor calidad de vida para lograr su reincorporación en el campo de la salud, educación, laboral, familiar y emocional.";"No hay ninguna.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Persona con discapacidad, motriz, visual, auditiva, intelectual.";{"'age'": "'Desde los 30 años.'"};2;1;1;1;0;2
232;"No brinda información";"Alquiler: Sillas Ruedas";"Contribuir a la integración de las personas con discapacidad del Cantón de Palmares, a través de la prestación de ayudas técnicas que les faciliten una mejor calidad de vida para lograr su reincorporación en el campo de la salud, educación, laboral, familiar y emocional.";"No hay ninguna.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Persona con discapacidad, motriz, visual, auditiva, intelectual.";{"'age'": "'Desde los 10 años.'"};2;1;1;1;0;2
233;"No brinda información";"Alquiler: Muletas";"Contribuir a la integración de las personas con discapacidad del Cantón de Palmares, a través de la prestación de ayudas técnicas que les faciliten una mejor calidad de vida para lograr su reincorporación en el campo de la salud, educación, laboral, familiar y emocional.";"No hay ninguna.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Persona con discapacidad, motriz, visual, auditiva, intelectual.";{"'age'": "'Desde los 14 años.'"};2;1;1;1;0;2
234;"No brinda información";"Alquiler de Equipo Médico - Cama Hospitalaria";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
235;"No brinda información";"Alquiler de Equipo Médico - Silla Baño";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
236;"No brinda información";"Alquiler de Equipo Médico - Andaderas";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
237;"No brinda información";"Alquiler de Equipo Médico - Silla de Ruedas";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
238;"No brinda información";"Alquiler de Equipo Médico - Muletas";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
239;"No brinda información";"Alquiler de Equipo Médico - Servicio Sanitario Portatil";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
240;"No brinda información";"Alquiler camas ortopedicas";"Buscar y Proveer de equipo técnico a las personas que lo ocupen.";"No hay";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Distrofia muscular.";{"'age'": "'Cualquier edad, siempre y cuando necesite del equipo.'"};2;1;1;1;0;4
241;"No brinda información";"Alquiler Silla de ruedas no ortopedicas";"Buscar y Proveer de equipo técnico a las personas que lo ocupen.";"No hay";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Distrofia muscular.";{"'age'": "'Cualquier edad, siempre y cuando necesite del equipo.'"};2;1;1;1;0;4
242;"No brinda información";"Alquiler silla baño";"Buscar y Proveer de equipo técnico a las personas que lo ocupen.";"No hay";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Distrofia muscular.";{"'age'": "'Cualquier edad, siempre y cuando necesite del equipo.'"};2;1;1;1;0;4
243;"No brinda información";"Corset Toracolumbar";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
244;"No brinda información";"Collar de Thomas";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
245;"No brinda información";"SILLA DE RUEDAS PARA Parálisis Cerebral";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
246;"No brinda información";"Estabilizador de Rodilla";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio médico fisiatra, para que el doctor evalúe a la persona que requiere los zapatos, con cita previa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
247;"No brinda información";"Almohada Ortopédica";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio médico fisiatra, para que el doctor evalúe a la persona que requiere los zapatos, con cita previa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
248;"No brinda información";"CABESTRILLO";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
249;"No brinda información";"Muñequeras de soporte";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
250;"No brinda información";"Cojín lumbar";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio médico fisiatra, para que el doctor evalúe a la persona que requiere los zapatos, con cita previa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
251;"No brinda información";"ANDADERAS";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
252;"No brinda información";"ANDADERAS";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
253;"No brinda información";"ANDADERAS";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
254;"No brinda información";"Cojín coxis";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio médico fisiatra, para que el doctor evalúe a la persona que requiere los zapatos, con cita previa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
255;"No brinda información";"Botas Inmovilizadoras con Aire. (Férula Tipo Walker)";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
256;"No brinda información";"MULETAS";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
257;"No brinda información";"Férulas de Mano para Túnel Carpal";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
258;"No brinda información";"Férulas de Mano para Túnel Carpal - Tendinitis";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
259;"No brinda información";"Zapato Ortopédico";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio médico fisiatra, para que el doctor evalúe a la persona que requiere los zapatos, con cita previa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran zapatos.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
260;"No brinda información";"Faja Lumbar (corset Lumbar)";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio médico fisiatra, para que el doctor evalúe a la persona que requiere los zapatos, con cita previa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
261;"No brinda información";"Férulas Polipropileno para brazo.";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
262;"No brinda información";"Férulas Polipropileno PIE";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:15;2018-02-12 12:14:15;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
263;"No brinda información";"Férulas Polipropileno para mano.";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
264;"No brinda información";"Férulas Polipropileno Especiales";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
265;"No brinda información";"Estabilizador de Tobillo";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio médico fisiatra, para que el doctor evalúe a la persona que requiere los zapatos, con cita previa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
