"title";"eprint";"author";"abstract";"url"
"Synthesis of virtual reality animations from SWML using MPEG-4 body animation parameters";"https://scholar.google.comhttps://www.researchgate.net/profile/Maria_Papadogiorgaki/publication/228377218_Synthesis_of_virtual_reality_animations_from_SWML_using_MPEG-4_body_animation_parameters/links/0fcfd5142df0a6923b000000/Synthesis-of-virtual-reality-animations-from-SWML-using-MPEG-4-body-animation-parameters.pdf";"M Papadogiorgaki and N Grammalidis… - … of Sign Languages … and 2004";"...same direction for the most common and popular representation of Sign Languages, which is … interactively start and/or replay the animation sequence, by clicking on the avatar ...Language notation and corresponding VRML animation sequences for H- anim compliant avatars ...";"https://www.researchgate.net/profile/Maria_Papadogiorgaki/publication/228377218_Synthesis_of_virtual_reality_animations_from_SWML_using_MPEG-4_body_animation_parameters/links/0fcfd5142df0a6923b000000/Synthesis-of-virtual-reality-animations-from-SWML-using-MPEG-4-body-animation-parameters.pdf"
"From creating virtual gestures to writing in sign languages";"https://scholar.google.comhttps://www.cse.unr.edu/~fredh/papers/conf/037-fcvgtwisl/paper.pdf";"B Yi and FC Harris Jr and SM Dascalu - CHI'05 Extended Abstracts on Human … and 2005";"...These human avatars can imitate human actions and even facial expressions ...Two main problems prevent “writing” in sign languages: one is how to retrieve the right sign from ...the signs and em- bedding the linguistic meanings into pure movements at the avatar's joints, signing ...";"https://dl.acm.org/citation.cfm?id=1057047"
"Towards an automatic translation from Arabic text to sign language";"https://scholar.google.comhttps://www.researchgate.net/profile/Nadia_Aouiti/publication/269033175_Towards_an_automatic_translation_from_Arabic_text_to_sign_language/links/572345ff08ae586b21d88045.pdf";"N Aouiti - … Technology and Accessibility (ICTA) and 2013 Fourth … and 2013";"...Communication represents a very important need especially for deaf persons who use sign languages ...many years to develop the project Websign [1] aiming at using avatars to translate … on many modules ie linguistic treatment, creation sign dictionaries, animating the avatar, etc ...";"http://ieeexplore.ieee.org/abstract/document/6815320/"
"VSigns–a virtual sign synthesis web tool";"https://scholar.google.comhttps://www.researchgate.net/profile/Maria_Papadogiorgaki/publication/230608781_VSigns_-_A_Virtual_Sign_Synthesis_Web_Tool/links/0fcfd5142df099ea01000000/VSigns-A-Virtual-Sign-Synthesis-Web-Tool.pdf";"M Papadogiorgaki and N Grammalidis… - … on Information and … and 2004";"...the same direction for the –probably- most com- mon and popular representation of Sign Languages, which is ...subgroup of MPEG-4 was used to animate H-anim-compliant avatars using the ...can interactively start and/or replay the animation sequence, by clicking on the avatar ...";"https://www.researchgate.net/profile/Maria_Papadogiorgaki/publication/230608781_VSigns_-_A_Virtual_Sign_Synthesis_Web_Tool/links/0fcfd5142df099ea01000000/VSigns-A-Virtual-Sign-Synthesis-Web-Tool.pdf"
"Building 3D French Sign Language lexicon";"https://scholar.google.comhttps://www.researchgate.net/profile/Onno_Crasborn/publication/239852665_Proceedings_of_the_3rd_Workshop_on_the_Representation_and_Processing_of_Signed_Languages_Construction_and_Exploitation_of_Sign_Language_Corpora/links/55ccc92308aecae56cc1c437/Proceedings-of-the-3rd-Workshop-on-the-Representation-and-Processing-of-Signed-Languages-Construction-and-Exploitation-of-Sign-Language-Corpora.pdf#page=174";"J Segouat and A Braffort and L Bolot and A Choisier… - Workshop … and 2008";"...ht ml 3rd Workshop on the Representation and Processing of Sign Languages 176 ...relevance of the proposal entries and correctness of the signs (and of the translation), and, in ...for the Web site accessibility project, on the comprehensibility of the signing avatar's LSF and its ...";"https://www.researchgate.net/profile/Onno_Crasborn/publication/239852665_Proceedings_of_the_3rd_Workshop_on_the_Representation_and_Processing_of_Signed_Languages_Construction_and_Exploitation_of_Sign_Language_Corpora/links/55ccc92308aecae56cc1c437/Proceedings-of-the-3rd-Workshop-on-the-Representation-and-Processing-of-Signed-Languages-Construction-and-Exploitation-of-Sign-Language-Corpora.pdf#page=174"
"An animated Auslan tuition system";"https://scholar.google.comhttp://auslantuition.csse.uwa.edu.au/docs/MGV_ats.ps.gz";"S Yeates and EJ Holden and R Owens - Machine Graphics … and 2003";"...Auslan is different from other sign languages, including Signed English, although it is related to British sign language ...The ViSiCAST project [5] has developed so far the most advanced signing avatar providing sign language translation for a specific application domain ...";"http://auslantuition.csse.uwa.edu.au/docs/MGV_ats.ps.gz"
"Using timing information to improve the performance of avatars";"https://scholar.google.comhttp://www.academia.edu/download/30389794/11.pdf";"T Hanke and S Matthes and A Regen and J Storz… - … Translation and Avatar … and 2011";"...work in progress, aiming at improving the performance of automatically animated avatars by applying ...bigger data set is therefore desirable, including more signers and possibly different sign languages ...were applied to Animgen in order to modify the avatar animation according ...";"http://www.academia.edu/download/30389794/11.pdf"
"A proposed web based framework e-learning and dictionary system for deaf Arab students";"https://scholar.google.comhttps://pdfs.semanticscholar.org/ec2c/674afb1be9be7af78d57b7d58562245b5eea.pdf";"MA El-Soud and AE Hassan… - … Journal of Electrical … and 2010";"...The fourth category is : Online Sign Languages Dictionaries .Systems ...twelfth question and ideas about making some adaptation in the system like more color options and many avatars types for the variety and adding some new characteristics as lip reading for the avatar ...";"https://pdfs.semanticscholar.org/ec2c/674afb1be9be7af78d57b7d58562245b5eea.pdf"
"Collecting a motion-capture corpus of American Sign Language for data-driven generation research";"https://scholar.google.comhttps://aclanthology.info/pdf/W/W10/W10-1312.pdf";"P Lu and M Huenerfauth - Proceedings of the NAACL HLT 2010 Workshop … and 2010";"...Proc. LREC 2010 workshop on representation & processing of sign languages. K. Karpouzis, G. Caridakis, SE Fotinea, E. Efthimiou ...2005. Grammar development for sign language avatar-based synthesis ...Proc. Workshop on Example-Based Machine Translation, 109-116 ...";"https://dl.acm.org/citation.cfm?id=1867765"
"A prototype Greek text to Greek Sign Language conversion system";"";"D Kouremenos and SE Fotinea and E Efthimiou… - Behaviour & … and 2010";"...Visualisation can be performed using several different technologies such as video signs, pictures, symbols or a signing avatar ...They are not so realistic, compared to video or avatars. Usually not supported by machine translation systems. Coded sign language text ...";"http://www.tandfonline.com/doi/abs/10.1080/01449290903420192"
"Sign Language Generation in an ALE HPSG Ian Marshall, Eva Sáfár School of Information Systems University of East Anglia Norwich, NR4 7TJ, UK";"https://scholar.google.comhttp://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.91.8660&rep=rep1&type=pdf#page=189";"S Müller - … Katholieke Universiteit Leuven Stefan Müller (Editor) … and 2004";"...In the case of sign languages, phonetic description characterises the manual and non- manual aspects of ...descriptions of signs which has an executable in- terpretation to drive an avatar ...1 Introduction A prototype English text to sign language (SL) translation system has been ...";"http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.91.8660&rep=rep1&type=pdf#page=189"
"An environment for deaf accessibility to educational content";"https://scholar.google.comhttp://www.esstt.rnu.tn/utic/tica2007/sys_files/medias/docs/p23.pdf";"E Efthimiou and SE Fotinea - Greek national project DIANOEMA and (GSRT and M3 … and 2007";"...Figure 7. Handshape based vocabulary presentation with avatar in frontal view ...of the Workshop on the Representation and Processing of Sign Languages: Lexicographic matters and ...M, “Spatial representation of classifier predicates for machine translation into American Sign ...";"http://www.esstt.rnu.tn/utic/tica2007/sys_files/medias/docs/p23.pdf"
"Gesture synthesis from sign language notation using MPEG-4 humanoid animation parameters and inverse kinematics";"https://scholar.google.comhttp://www.academia.edu/download/39932704/ie06_papadogiorgaki.pdf";"M Papadogiorgaki and N Grammalidis and L Makris… - Proceedings of the 2nd … and 2006";"...the same direction for the most common and popular representation of Sign Languages, which is ...interactively start and/or replay the animation sequence, by clicking on the avatar ...Language notation and corresponding VRML animation sequences for H-anim compliant avatars ...";"http://digital-library.theiet.org/content/conferences/10.1049/cp_20060637"
"An OpenWeb Platform for Rule-Based Speech-to-Sign Translation";"https://scholar.google.comhttps://archive-ouverte.unige.ch/unige:87596/ATTACHMENT01";"E Rayner and P Bouillon and J Gerlach and I Strasly and N Tsourakis…";"...Requirements for a signing avatar. In Proceedings of the 4th LREC Work- shop on the Representation and Processing of Sign Languages, pages 133–136, La Valetta, Malta, 2010 … Emotional fa- cial expressions in synthesised sign language avatars: A manual evaluation ...";"https://archive-ouverte.unige.ch/unige:87596"
"SignTutor: An Interactive System for Sign Language Tutoring.";"https://scholar.google.comhttps://www.researchgate.net/profile/Oya_Aran/publication/224394273_SignTutor_An_Interactive_System_for_Sign_Language_Tutoring/links/0fcfd50c4f41b4686f000000/SignTutor-An-Interactive-System-for-Sign-Language-Tutoring.pdf";"O Aran and I Ari and L Akarun and B Sankur and A Benoit… - IEEE … and 2009";"...This is true for both spoken and sign languages ...If they performed the sign properly, they can watch an avatar perform an animated version of their performance ...We handle this translation normalization by calculating the midpoints of the range of x- and y-coordinates, denoted as ...";"https://mycomputer.computer.org/csdl/mags/mu/2009/01/mmu2009010081.html"
"Arabic sign language easy communicate ArSLEC";"https://scholar.google.comhttps://www.researchgate.net/profile/Yasser_Alginahi/publication/264237371_Arabic_Sign_Language_Easy_Communicate_ArSLEC/links/53d469310cf220632f3d0cab.pdf";"H Al-Dosri and N Alawfi and Y Alginahi - Proc. Int. Conf. Comput. Inf … and 2012";"...way of communication between them and others, there are several systems developed focusing on sign languages ...Halawani S., [4], developed an Avatar based sign language translation system that allows users to ...Figure 1, shows the general steps for the translation process ...";"https://www.researchgate.net/profile/Yasser_Alginahi/publication/264237371_Arabic_Sign_Language_Easy_Communicate_ArSLEC/links/53d469310cf220632f3d0cab.pdf"
"Translation of English text to a DRS-based Sign Language oriented semantic representation";"https://scholar.google.comhttps://pdfs.semanticscholar.org/44bb/448fadb39a4d3e77bd249d3b72376879136a.pdf";"E Sáfár and I Marshall - Conference sur le Traitment … and 2001";"...of the language component of an English-Text-to-Sign- Languages translation system1 is ...of the English text into an interlingua representation and secondly translation from the interlingua representation to graphically oriented representations which can drive a virtual avatar ...";"https://pdfs.semanticscholar.org/44bb/448fadb39a4d3e77bd249d3b72376879136a.pdf"
"Use of a hierarchical skeleton for spanish sign language 3d representation over mobile devices";"https://scholar.google.comhttps://www.researchgate.net/profile/Javier_Tejedor/publication/228963918_Use_of_a_hierarchical_skeleton_for_Spanish_Sign_Language_3D_representation_over_mobile_devices/links/0912f50cb624fb3b9f000000/Use-of-a-hierarchical-skeleton-for-Spanish-Sign-Language-3D-representation-over-mobile-devices.pdf";"F López and J Tejedor and J Garrido… - Proceedings of … and 2006";"...The format is oriented to its representation by virtual 3D human avatars over mobile devices ...In the skeleton definition for this avatar, a special new bone has been created to perform this task … 9. da Rocha, AC, Pereira, G.: Supporting deaf sign languages in written form on the web ...";"https://www.researchgate.net/profile/Javier_Tejedor/publication/228963918_Use_of_a_hierarchical_skeleton_for_Spanish_Sign_Language_3D_representation_over_mobile_devices/links/0912f50cb624fb3b9f000000/Use-of-a-hierarchical-skeleton-for-Spanish-Sign-Language-3D-representation-over-mobile-devices.pdf"
"Translation and conversion for Czech sign speech synthesis";"";"Z Krňoul and M Železný - International Conference on Text and Speech and … and 2007";"...we have cho- sen the HamNoSys notation system (Hamburg Notation System for Sign Languages1) from ...then converts this textual sign representation to animation of the artificial human model (avatar) ...The translation system is an automatic phrase-based translation system ...";"https://link.springer.com/chapter/10.1007/978-3-540-74628-7_68"
"Learning a vector-based model of American Sign Language inflecting verbs from motion-capture data";"https://scholar.google.comhttp://www.aclweb.org/anthology/W12-2909";"P Lu and M Huenerfauth - Proceedings of the Third Workshop on Speech … and 2012";"...videos of sign language are feasible to produce in some contexts, animated avatars are more … data from the recorded human to match the body size of the VCom3D avatar ...more ASL signs parameterized on spatial locations, and signs in other sign languages used internationally ...";"https://dl.acm.org/citation.cfm?id=2392864"
"A rule-based translation from written Spanish to Spanish Sign Language glosses";"https://scholar.google.comhttps://repositorio.uam.es/bitstream/handle/10486/667074/rule-based_porta_CSL_2014_ps.pdf?sequence=1&isAllowed=y";"J Porta and F López-Colino and J Tejedor and J Colás - Computer Speech & … and 2014";"...still dominant in western culture, has negatively affected the consideration of sign languages, adding to ...module (López-Colino and Colás, 2012), which generates animations using an avatar technology ...Section 4 presents our rule-based Spanish-LSE machine translation system ...";"https://www.sciencedirect.com/science/article/pii/S0885230813000867"
"Synthesis of virtual reality animation from sign language notation using MPEG-4 body animation parameters";"https://scholar.google.comhttps://www.researchgate.net/profile/Nikos_Sarris/publication/228710584_Synthesis_of_virtual_reality_animation_from_sign_language_notation_using_MPEG-4_body_animation_parameters/links/0a85e5335409210f7f000000/Synthesis-of-virtual-reality-animation-from-sign-language-notation-using-MPEG-4-body-animation-parameters.pdf";"M Papadogiorgaki and N Grammalidis… - ICDVRAT and Thermi … and 2004";"...the same direction for the most common and popular representation of Sign Languages, which is ...interactively start and/or replay the animation sequence, by clicking on the avatar ...Language notation and corresponding VRML animation sequences for H-anim compliant avatars ...";"https://www.researchgate.net/profile/Nikos_Sarris/publication/228710584_Synthesis_of_virtual_reality_animation_from_sign_language_notation_using_MPEG-4_body_animation_parameters/links/0a85e5335409210f7f000000/Synthesis-of-virtual-reality-animation-from-sign-language-notation-using-MPEG-4-body-animation-parameters.pdf"
"Evaluating facial expressions in American Sign Language animations for accessible online information";"https://scholar.google.comhttp://huenerfauth.ist.rit.edu/pubs/kacorri-lu-huenerfauth-2013-uahci-preprint.pdf";"H Kacorri and P Lu and M Huenerfauth - … on Universal Access in Human-Computer … and 2013";"...to post videos of real human signers on websites, animated avatars are advantageous if the ...E.: Linguistic modeling and lan- guage-processing technologies for avatar-based sign ...of 4th Workshop on the Representation and Processing of Sign Languages, Language Resources ...";"https://link.springer.com/chapter/10.1007/978-3-642-39188-0_55"
"An approach to generate and embed sign language video tracks into multimedia contents";"https://scholar.google.comhttps://pdfs.semanticscholar.org/a0b6/c51f2a6195c0d637699834294bf963e931db.pdf";"TMU De Araújo and FLS Ferreira and DANS Silva… - Information … and 2014";"...Since sign languages are living languages and new signs can arise spontaneously, it would be necessary to record new ...3. Example of a translation rule described with the rule description language ...the WikiSigns tool can render a video for the sign based on the 3D avatar model ...";"https://www.sciencedirect.com/science/article/pii/S0020025514004551"
"Sign Language Corpora for Analysis, Processing and Evaluation.";"https://scholar.google.comhttp://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.684.5912&rep=rep1&type=pdf";"A Braffort and L Bolot and E Chételat-Pelé and A Choisier… - LREC and 2010";"...for Real-Time Synthesis of Sign Language”, in Gesture in Human-Computer Interaction and Simulation, Springer, 2005, 168--171 Filhol M., Braffort A., Bolot L. (2007), “Signing Avatar: Say hello to Elsi ...Morrissey S. (2008) Data-driven machine translation for sign languages ...";"http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.684.5912&rep=rep1&type=pdf"
"Comparison of finite-repertoire and data-driven facial expressions for sign language avatars";"https://scholar.google.comhttps://terpconnect.umd.edu/~hernisa/pub/2015-uahci-kacorri-huenerfauth.pdf";"H Kacorri and M Huenerfauth - … Conference on Universal Access in Human … and 2015";"...of the 6th Workshop on the Representation and Processing of Sign Languages (LREC) (2014 … In: Proceedings of the 2nd Workshop in Sign Language Translation and Avatar Technology (2013 ...Smith, R., Nolan, B.: Manual evaluation of synthesised sign language avatars ...";"https://link.springer.com/chapter/10.1007/978-3-319-20681-3_37"
"Multiple Uses of Machine Translation and Computerised Translation Tools";"https://scholar.google.comhttp://hutchinsweb.me.uk/Besancon-2009.pdf";"J Hutchins - Machine Translation and 2009";"...In recent years, researchers have looked at 'translating' into sign languages for the deaf ...is that signs are made by complex combinations of face, hand and body movements which have to be notated for translation, and have to be mimicked by a computer-generated avatar ...";"http://hutchinsweb.me.uk/Besancon-2009.pdf"
"Sign language in the interface: access for deaf signers";"https://scholar.google.comhttps://pdfs.semanticscholar.org/17e7/2a28cac35e451ce643a0d45939075d15ffd8.pdf";"M Huenerfauth and V Hanson - Universal Access Handbook … and 2009";"...challenge; they must address all of the complex steps in a machine translation process from ...a model of the human form that is articulate and respon- sive enough to perform sign languages. The level of quality of such human avatar animations has increased such that human ...";"https://pdfs.semanticscholar.org/17e7/2a28cac35e451ce643a0d45939075d15ffd8.pdf"
"Demographic and experiential factors influencing acceptance of sign language animation by deaf users";"https://scholar.google.comhttps://terpconnect.umd.edu/~hernisa/pub/2015-assets-kacorri-et-al.pdf";"H Kacorri and M Huenerfauth and S Ebling and K Patel… - Proceedings of the 17th … and 2015";"...VARIABLES Section 2.2 described how [19] displayed animations of multiple sign languages and animations ...Thus, we decided to display animations of three avatars synthesized by different state-of-the-art ...In addition, in the [19] study, each avatar performed a different message ...";"https://dl.acm.org/citation.cfm?id=2809860"
"Bridging the gap between sign language machine translation and sign language animation using sequence classification";"https://scholar.google.comhttp://www.aclweb.org/anthology/W15-5102";"S Ebling and M Huenerfauth - Proceedings of SLPAT 2015: 6th Workshop … and 2015";"...multiple types of non-manual components, taking into account the multilinear na- ture of sign languages ...A state-of-the art avatar system, JASigning [11], is used for this ...Statistical machine translation systems require parallel cor- pora as their training, development, and test data ...";"http://www.aclweb.org/anthology/W15-5102"
"The italian sign language sign bank: Using wordnet for sign language corpus creation";"";"P Prinetto and U Shoaib and G Tiotto - … and Information Technology … and 2011";"...2]. The quality and accessibility of courses and supporting material for sign languages ie sign … Avatar animations are used to create the database of videos with respect to the ...Statistical Machine Translation (SMT) based experiments were performed on a corpus of about 2000 ...";"http://ieeexplore.ieee.org/abstract/document/5762664/"
"Language resources and visual communication in a deaf-centered multimodal e-learning environment: issues to be addressed";"https://scholar.google.comhttps://www.researchgate.net/profile/Khaled_Shaalan/publication/206005918_Towards_Resolving_Morphological_Ambiguity_in_Arabic_Intelligent_Language_Tutoring_Framework/links/09e4150abcab8c40dc000000/Towards-Resolving-Morphological-Ambiguity-in-Arabic-Intelligent-Language-Tutoring-Framework.pdf#page=25";"EA Pizzuto and CS Bianchini and D Capuano… - … and Semantic Data and 2010";"...from VL written texts and aim at producing avatars that can translate such written ...evident that SL descriptions of any sort, including modelisations via signing avatars, cannot disregard … Proceedings of the 3rd Workshop on the Representation and Processing of Sign Languages ...";"https://www.researchgate.net/profile/Khaled_Shaalan/publication/206005918_Towards_Resolving_Morphological_Ambiguity_in_Arabic_Intelligent_Language_Tutoring_Framework/links/09e4150abcab8c40dc000000/Towards-Resolving-Morphological-Ambiguity-in-Arabic-Intelligent-Language-Tutoring-Framework.pdf#page=25"
"Collecting and evaluating the CUNY ASL corpus for research on American Sign Language animation";"https://scholar.google.comhttp://huenerfauth.ist.rit.edu/pubs/lu-huenerfauth-2013-csl-preprint.pdf";"P Lu and M Huenerfauth - Computer Speech & Language and 2014";"...of strings of transcription of the signs), in support of statistical sign language translation research … examined how statistical example-based MT techniques could be used to translate sign language … For ASL (Neidle et al., 2000) and European sign languages (Bungeroth et al., 2006 ...";"https://www.sciencedirect.com/science/article/pii/S0885230813000879"
"A rule triggering system for automatic text-to-sign translation";"https://scholar.google.comhttp://perso.limsi.fr/Individu/filhol/research/files/Filhol-2013-SLTAT.pdf";"M Filhol and MN Hadjadj and B Testu - Universal Access in the Information Society and 2016";"...In: Proceedings of the Sign Language Translation and Avatar Technology Workshop (SLTAT) (2013)Google Scholar. 4. Cuxac, C.: Langue des signes française, les voies de l'iconicité, vols. 15–16 ...Morrissey, S.: Data-Driven Machine Translation for Sign Languages ...";"https://link.springer.com/article/10.1007/s10209-015-0413-4"
"Special issue:“Emerging Technologies for Deaf Accessibility in the Information Society”";"";"E Efthimiou and E Fotinea and J Glauert - Universal Access in the Information … and 2008";"...utterances on the basis of knowledge provided through appropriately coded resources of sign languages ...videos and to generate sign language messages by means of signing avatars ...Machine Translation principles and avatar technology, where focus is placed on resource ...";"http://www.springerlink.com/index/82604877L7844356.pdf"
"A gesture recogintion architecture for Arabic sign language communication system";"";"T Aujeszky and M Eid - Multimedia Tools and Applications and 2016";"...They present a system that includes a virtual avatar performing gestures based on Japanese … In [8] Halawani and Zaitun introduce a communication system using avatars and speech recognition ...Sign language data storage holds both the dictionary of the sign languages as well ...";"https://link.springer.com/article/10.1007/s11042-015-2767-2"
"Signs and speech: two forms of human communication";"https://scholar.google.comhttp://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.121.5473&rep=rep1&type=pdf";"A Voskressenski - 9th Conference Speech and Computer and 2004";"...a) Scientific: The studying of sign languages and it grammars, sign languages unification and normalization; The studying of sign and text messages semantics to ...To collecting signs we can use an avatars stroll about the Internet. (An example of signing avatar is represent- ed ...";"http://www.isca-speech.org/archive_open/specom_04/spc4_666.html"
"Automatic generation of Brazilian sign language windows for digital TV systems";"https://scholar.google.comhttps://link.springer.com/article/10.1007/s13173-012-0086-2";"TMU de Araújo and FLS Ferreira… - Journal of the Brazilian … and 2013";"...have a sequential structure, ie, phonemes are produced sequentially in time, sign languages have a ...of avatar is a valid alternative, in the sense that the use of avatars would allow ...9 shows two screenshots of LibrasTV application execution with the 3D avatar LIBRAS dictionary ...";"https://link.springer.com/article/10.1007/s13173-012-0086-2"
"Educational resources and implementation of a Greek sign language synthesis architecture";"https://scholar.google.comhttp://image.ntua.gr/papers/337.pdf";"K Karpouzis and G Caridakis and SE Fotinea… - Computers & Education and 2007";"...Fingerspelling is used extensively in some other sign languages such as the American Sign Language ...minimal and abstract in the way it represents the various actions of the avatar ...Moreover, text-to-sign translation can be extended and applied to different environments such ...";"https://www.sciencedirect.com/science/article/pii/S0360131505000849"
"Evolving methods for written representations of signed languages of the Deaf";"";"PB Braem - Methods in Contemporary Linguistics and 2012";"...project has produced an online corpus of Dutch, Brit- ish and Swedish sign languages (http://www ...There has been much recent work on signing avatars in several countries ...If this avatar technology becomes sufficiently developed, it could also theoretically be used to represent ...";"https://books.google.com/books?hl=en&lr=&id=cf8YDeYvBuQC&oi=fnd&pg=PA411&dq=%22sign+languages%22+,+avatar,+translation&ots=cJfh_9BX5m&sig=ywIkCFM4dtlar1c7qMLsibs29O4"
"Effects of character geometric model on perception of sign language animation";"https://scholar.google.comhttp://hpcg.purdue.edu/idealab/pubs/IV_2009.pdf";"N Adamo-Villani and R Wilbur and P Eccarius… - … and 2009. VIZ'09 … and 2009";"...These handshapes are quite rare within and across sign languages ...Overall, Torrents (seamless avatar) was rated higher (mean=4.18) than Robby (segmented avatar) (mean=3.95) ...These results suggest that segmented avatars, which are easier to set up and much less ...";"http://ieeexplore.ieee.org/abstract/document/5230714/"
"A framework for rapid development of limited-domain speech-to-sign phrasal translators";"https://scholar.google.comhttps://archive-ouverte.unige.ch/unige:79988/ATTACHMENT02";"E Rayner and P Bouillon and S Ebling and I Strasly and N Tsourakis";"...(2008). Many-to-many multilingual medical speech translation on a PDA ...(2010). Requirements for a signing avatar. In 4th Workshop on the Representation and Processing of Sign Languages: Corpora and Sign Language Technologies, Johnston, Trevor, and Adam Schembri ...";"https://archive-ouverte.unige.ch/unige:79988"
"The use of mobile phones as service-delivery devices in sign language machine translation system";"https://scholar.google.comhttp://etd.uwc.ac.za/xmlui/bitstream/handle/11394/2113/Ghaziasgar_MSC_2010.pdf?sequence=1";"M Ghaziasgar";"...62 5 Methodology and Implementation of the Avatars 63 Page 8. Contents vii 5.1 Creation of the Avatar Phlank ...as their first and only language [44]. Contrary to common belief, sign languages are not visual-gestural representations of spoken languages ...";"http://etd.uwc.ac.za/handle/11394/2113"
"Emotional facial expressions in synthesised sign language avatars: a manual evaluation";"https://scholar.google.comhttp://itb.ie/files/journal/issue-24.pdf#page=4";"RG Smith and B Nolan - Universal Access in the Information Society and 2016";"...the dialogue is staged, makes it well suited to its purpose: the machine translation of sign languages with a ...12); however, when the relatively high false positive of the baseline Luna avatar (10 %) is considered, one ...This is most likely due to the avatars' perpetual smile (see Fig ...";"https://link.springer.com/article/10.1007/s10209-015-0410-7"
"Structure of the brazilian sign language (libras) for computational tools: Citizenship and social inclusion";"https://scholar.google.comhttps://www.researchgate.net/profile/Laura_Sanchez_Garcia/publication/221002768_Structure_of_the_Brazilian_Sign_Language_Libras_for_Computational_Tools_Citizenship_and_Social_Inclusion/links/0deec514e05f9dbc5f000000.pdf";"C Guimaraes and DR Antunes and DFG Trindade… - World Summit on … and 2010";"...Sign languages are not uni- versal, and, just like any oral language, it is different in various ...Some works as [1], [3], [2] (with a 3D avatar), use video, but the sign explanation ...by the model for image recognition, translation etc.) and for the execution (eg to generate 3D avatars) ...";"https://link.springer.com/chapter/10.1007/978-3-642-16324-1_41"
"Designing health care applications for the deaf";"";"P Prinetto and G Tiotto… - … for Healthcare and 2009 … and 2009";"...guages [5]. Despite what it is widely expected, deaf people that uses sign languages as their ...Past research project in this field demonstrated that a signing avatar could be accepted by ...In a healthcare environment the terminals should display the results of the translation as an ...";"http://ieeexplore.ieee.org/abstract/document/5191181/"
"Computer sign language translation system for hearing impaired users";"";"MG Grif and OO Korolkova… - … (IFOST) and 2012 7th … and 2012";"...II. GRAMMATICAL SYSTEM OF THE RUSSIAN SIGN LANGUAGE «Sign languages are fully valid human ...3) Sign language synthesis; 4) Viewing the translation results by means of avatar … An important problem connected with developing translation systems is the context size ...";"http://ieeexplore.ieee.org/abstract/document/6357632/"
"Advanced Speech communication system for deaf people";"https://scholar.google.comhttps://www.researchgate.net/profile/Ricardo_Cordoba/publication/221483550_Advanced_speech_communication_system_for_deaf_people/links/0046352810f19b8a56000000/Advanced-speech-communication-system-for-deaf-people.pdf";"R San-Segundo and V López and R Martín and S Lufti… - … annual conference of … and 2010";"...Kingdom [4]. In recent years, several groups have developed prototypes for translating Spoken language into Sign Languages using different ...Statistical Translation ...This interface includes several tools for sign specification: avatar for sign representation (to verify that the sign ...";"http://www.isca-speech.org/archive/interspeech_2010/i10_0250.html"
"Integrating multiwordnet with Italian sign language lexical resources";"";"U Shoaib and N Ahmad and P Prinetto and G Tiotto - Expert Systems with Applications and 2014";"...Virtual Characters (or Avatars) are natural candidates for the representation of signs ...These SL avatar animations may be scripted by the user (Kennaway et al., 2007) or can ...The Automatic Translation into Sign Languages (ATLAS) project aims at developing tools to support deaf ...";"https://www.sciencedirect.com/science/article/pii/S0957417413007616"
"Progress in automated computer recognition of sign language";"https://scholar.google.comhttp://marathon.csee.usf.edu/~sarkar/PDFs/ICCHP-review.pdf";"BL Loeding and S Sarkar and A Parashar… - … Conference on Computers … and 2004";"...Many natural sign languages throughout the world incorporate a manual alphabet with 26-40 hand ...is advisable for researchers working on automated sign recognition and translation to communicate ...ACM Press (2002) 205–212 2. Phelps, K.: Signing avatar characters become ...";"https://link.springer.com/chapter/10.1007/978-3-540-27817-7_159"
"A platform-independent user-friendly dictionary from Italian to LIS.";"https://scholar.google.comhttp://www.academia.edu/download/45527044/A_platform-independent_user-friendly_dic20160510-3117-1k8k68a.pdf";"U Shoaib and N Ahmad and P Prinetto and G Tiotto - LREC and 2012";"...in 4th Workshop on the Representation and Processing of Sign Languages: Corpora and ...Linguistic modelling and language processing technologies for Avatar-based sign language ...J., Ney, H. (2006): Morpho-Syntax Based Statistical Methods for Sign language Translation ...";"http://www.academia.edu/download/45527044/A_platform-independent_user-friendly_dic20160510-3117-1k8k68a.pdf"
"tuniSigner: A Virtual Interpreter to Learn Sign Writing";"https://scholar.google.comhttps://www.researchgate.net/profile/Yosra_Bouzid/publication/283510725_tuniSigner_A_Virtual_Interpreter_to_Learn_Sign_Writing/links/563c99ab08ae405111aa2c53.pdf";"Y Bouzid and M Jemni - Advanced Learning Technologies (ICALT) … and 2014";"...145, London , 2001 ting sign language data in ocessing contexts,” Workshop rocessing of sign languages ...make and in Proceedings of the Second guage Translation and Avatar 11 ...of the 11th International , Linz, Austria, 2008 Greedy Inverse Kinematics Avatars,” in Proceedings ...";"http://ieeexplore.ieee.org/abstract/document/6901552/"
